date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:30:44	385/385	---M--	200	added ('OK')	text/css	etag:%225a0bb91c-181%22	http://demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/style.css?ver=4.7.26	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/stylec4fe.css	(from http://demo.designwall.com/dw-focus/)
06:30:44	43696/43696	---MC-	200	added ('OK')	application/rss+xml	etag:%22c2f7c69d377a3aa3a257e1f0157094c3%22	http://demo.designwall.com/dw-focus/feed/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/feed/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:44	205/205	---M--	200	added ('OK')	text/css	etag:%225a0bb91b-cd%22	http://demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/css/print.css?ver=1.3.3	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/css/print3ba1.css	(from http://demo.designwall.com/dw-focus/)
06:30:44	209125/209125	---MCZ	200	added ('OK')	text/css	etag:W/%225a0bb91b-330e5%22	http://demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/css/dw-focus.min.css?ver=1.3.3	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/css/dw-focus.min3ba1.css	(from http://demo.designwall.com/dw-focus/)
06:30:46	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%2257f4cb38-2748%22	http://demo.designwall.com/dw-focus/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://demo.designwall.com/dw-focus/)
06:30:47	7755/7755	---M--	200	added ('OK')	application/javascript	etag:%225a0bb91b-1e4b%22	http://demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/js/modernizr.min.js?ver=1.3.3	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/js/modernizr.min3ba1.js	(from http://demo.designwall.com/dw-focus/)
06:30:47	6418/6418	---M--	200	added ('OK')	application/javascript	etag:%225a0bb91b-1912%22	http://demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/js/jquery-mobile.min.js?ver=1.3.2	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/themes/dw-focus-1-new/assets/js/jquery-mobile.min9e1e.js	(from http://demo.designwall.com/dw-focus/)
06:30:47	902/902	---MCZ	200	added ('OK')	text/xml	date:Thu,%2008%20Jun%202023%2005:30:46%20GMT	http://demo.designwall.com/dw-focus/xmlrpc.php?rsd	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/xmlrpc0db0.php	(from http://demo.designwall.com/dw-focus/)
06:30:48	1045/1045	---MCZ	200	added ('OK')	text/xml	etag:W/%2257f4cb37-415%22	http://demo.designwall.com/dw-focus/wp-includes/wlwmanifest.xml	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-includes/wlwmanifest.xml	(from http://demo.designwall.com/dw-focus/)
06:30:48	69408/69408	---MCZ	200	added ('OK')	application/json	date:Thu,%2008%20Jun%202023%2005:30:46%20GMT	http://demo.designwall.com/dw-focus/wp-json/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-json/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:48	1407/1407	---MCZ	200	added ('OK')	image/png	etag:W/%2257f4cad6-57f%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/logo1.png	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/logo1.png	(from http://demo.designwall.com/dw-focus/)
06:30:50	9243/9243	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad8-241b%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/time-to-get-tough-with-north-korea-and-iran-as-imminent-nuclear-bomb-test-looms-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/time-to-get-tough-with-north-korea-and-iran-as-imminent-nuclear-bomb-test-looms-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:30:51	159337/159337	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:48%20GMT	http://demo.designwall.com/dw-focus/category/business/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/business/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:52	160214/160214	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:49%20GMT	http://demo.designwall.com/dw-focus/category/business/personal-finance/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/business/personal-finance/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:52	96874/96874	---M--	200	added ('OK')	application/javascript	etag:%225d707f5d-17a6a%22	http://demo.designwall.com/dw-focus/wp-includes/js/jquery/jquery.js?ver=1.12.4	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-includes/js/jquery/jqueryb8ff.js	(from http://demo.designwall.com/dw-focus/)
06:30:52	13880/13880	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad8-3638%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/where-is-the-us-government-in-defense-of-pastor-abedini-and-religious-freedom-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/where-is-the-us-government-in-defense-of-pastor-abedini-and-religious-freedom-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:30:52	11712/11712	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad7-2dc0%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/republicans-are-on-the-right-course-for-next-fiscal-fight-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/republicans-are-on-the-right-course-for-next-fiscal-fight-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:30:53	13874/13874	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad4-3632%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/bp-record-4bn-penalty-approved-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/bp-record-4bn-penalty-approved-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:30:55	14805/14805	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad2-39d5%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/10-new-questions-congress-needs-to-ask-clinton-about-middle-east-policy-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/10-new-questions-congress-needs-to-ask-clinton-about-middle-east-policy-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:30:55	142584/142584	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:52%20GMT	http://demo.designwall.com/dw-focus/j-o-o-m-solutions-company-overview/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/j-o-o-m-solutions-company-overview/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:56	139975/139975	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:52%20GMT	http://demo.designwall.com/dw-focus/republicans-are-on-the-right-course-for-next-fiscal-fight/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/republicans-are-on-the-right-course-for-next-fiscal-fight/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:56	140098/140098	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:53%20GMT	http://demo.designwall.com/dw-focus/category/business/technology/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/business/technology/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:56	143313/143313	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:54%20GMT	http://demo.designwall.com/dw-focus/bp-record-4bn-penalty-approved/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/bp-record-4bn-penalty-approved/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:57	140988/140988	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:55%20GMT	http://demo.designwall.com/dw-focus/10-new-questions-congress-needs-to-ask-clinton-about-middle-east-policy/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/10-new-questions-congress-needs-to-ask-clinton-about-middle-east-policy/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:58	159088/159088	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:56%20GMT	http://demo.designwall.com/dw-focus/category/business/market/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/business/market/index.html	(from http://demo.designwall.com/dw-focus/)
06:30:58	9678/9678	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad6-25ce%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/jonbenet-grand-jury-vindicates-case-lead-detective-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/jonbenet-grand-jury-vindicates-case-lead-detective-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:30:59	136117/136117	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:56%20GMT	http://demo.designwall.com/dw-focus/jonbenet-grand-jury-vindicates-case-lead-detective/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/jonbenet-grand-jury-vindicates-case-lead-detective/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:00	137027/137027	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:30:58%20GMT	http://demo.designwall.com/dw-focus/do-you-agree-with-decision-to-lift-ban-on-women-in-combat/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/do-you-agree-with-decision-to-lift-ban-on-women-in-combat/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:00	17399/17399	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad5-43f7%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/do-you-agree-with-decision-to-lift-ban-on-women-in-combat-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/do-you-agree-with-decision-to-lift-ban-on-women-in-combat-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:01	18479/18479	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad7-482f%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/more-with-dwight-yoakam-in-the-studio-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/more-with-dwight-yoakam-in-the-studio-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:01	14474/14474	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad6-388a%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/mary-tyler-moore-star-valerie-harper-says-her-firing-from-valerie-was-sexism-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/mary-tyler-moore-star-valerie-harper-says-her-firing-from-valerie-was-sexism-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:01	9445/9445	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad8-24e5%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/source-own-staffers-ecstatic-after-lance-armstrong-coup-could-obama-sisters-be-next-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/source-own-staffers-ecstatic-after-lance-armstrong-coup-could-obama-sisters-be-next-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:02	159052/159052	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:00%20GMT	http://demo.designwall.com/dw-focus/category/entertainment/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/entertainment/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:03	10379/10379	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad6-288b%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/michael-phelps-dating-ryan-seacrest-ex-jasmine-waltz-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/michael-phelps-dating-ryan-seacrest-ex-jasmine-waltz-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:04	159339/159339	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:01%20GMT	http://demo.designwall.com/dw-focus/category/entertainment/music/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/entertainment/music/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:05	139589/139589	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:01%20GMT	http://demo.designwall.com/dw-focus/more-with-dwight-yoakam-in-the-studio/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/more-with-dwight-yoakam-in-the-studio/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:05	144371/144371	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:02%20GMT	http://demo.designwall.com/dw-focus/justin-bieber-baby-ft-ludacris/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/justin-bieber-baby-ft-ludacris/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:05	17542/17542	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Thu,%2008%20Jun%202023%2005:31:03%20GMT	http://demo.designwall.com/dw-focus/psy-gangnam-style-%ea%b0%95%eb%82%a8%ec%8a%a4%ed%83%80%ec%9d%bc-mv/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/psy-gangnam-style-%ea%b0%95%eb%82%a8%ec%8a%a4%ed%83%80%ec%9d%bc-mv/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:06	21095/21095	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad6-5267%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/hollywood-nation-norah-jones-added-to-oscar-lineup-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/hollywood-nation-norah-jones-added-to-oscar-lineup-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:07	150225/150225	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:05%20GMT	http://demo.designwall.com/dw-focus/category/entertainment/tv/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/entertainment/tv/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:08	141133/141133	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:05%20GMT	http://demo.designwall.com/dw-focus/michael-phelps-dating-ryan-seacrest-ex-jasmine-waltz/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/michael-phelps-dating-ryan-seacrest-ex-jasmine-waltz/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:09	136625/136625	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:06%20GMT	http://demo.designwall.com/dw-focus/hollywood-nation-norah-jones-added-to-oscar-lineup/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/hollywood-nation-norah-jones-added-to-oscar-lineup/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:09	17516/17516	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad7-446c%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/murdoch-apology-over-scarfe-cartoon-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/murdoch-apology-over-scarfe-cartoon-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:10	159189/159189	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:08%20GMT	http://demo.designwall.com/dw-focus/category/entertainment/movies/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/entertainment/movies/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:11	158219/158219	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:08%20GMT	http://demo.designwall.com/dw-focus/category/hi-tech/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/hi-tech/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:12	141723/141723	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:09%20GMT	http://demo.designwall.com/dw-focus/murdoch-apology-over-scarfe-cartoon/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/murdoch-apology-over-scarfe-cartoon/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:12	152923/152923	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:10%20GMT	http://demo.designwall.com/dw-focus/category/hi-tech/personal-tech/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/hi-tech/personal-tech/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:12	15469/15469	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad8-3c6d%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/will-the-new-blackberry-phones-look-like-this-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/will-the-new-blackberry-phones-look-like-this-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:13	16574/16574	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad6-40be%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/microsoft-launches-new-office-suite-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/microsoft-launches-new-office-suite-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:14	7875/7875	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad4-1ec3%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/apple-no-longer-the-world-most-valuable-company-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/apple-no-longer-the-world-most-valuable-company-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:14	141398/141398	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:12%20GMT	http://demo.designwall.com/dw-focus/will-the-new-blackberry-phones-look-like-this/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/will-the-new-blackberry-phones-look-like-this/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:15	135741/135741	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:12%20GMT	http://demo.designwall.com/dw-focus/microsoft-launches-new-office-suite/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/microsoft-launches-new-office-suite/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:15	136213/136213	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:13%20GMT	http://demo.designwall.com/dw-focus/apple-no-longer-the-world-most-valuable-company/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/apple-no-longer-the-world-most-valuable-company/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:16	5714/5714	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad5-1652%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/hackers-take-over-sentencing-commission-website-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/hackers-take-over-sentencing-commission-website-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:16	158545/158545	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:14%20GMT	http://demo.designwall.com/dw-focus/category/hi-tech/gaming/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/hi-tech/gaming/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:16	12111/12111	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad4-2f4f%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/apple-sheds-light-on-chinese-iphone-assemblers-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/apple-sheds-light-on-chinese-iphone-assemblers-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
06:31:17	146469/146469	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:15%20GMT	http://demo.designwall.com/dw-focus/article-demo-showcase-what-markup-you-can-use-in-your-news-article/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/article-demo-showcase-what-markup-you-can-use-in-your-news-article/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:18	140912/140912	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:16%20GMT	http://demo.designwall.com/dw-focus/apple-sheds-light-on-chinese-iphone-assemblers/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/apple-sheds-light-on-chinese-iphone-assemblers/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:19	155210/155210	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:17%20GMT	http://demo.designwall.com/dw-focus/category/hi-tech/computer/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/category/hi-tech/computer/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:20	141498/141498	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Jun%202023%2005:31:17%20GMT	http://demo.designwall.com/dw-focus/facebook-graph-search/	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/facebook-graph-search/index.html	(from http://demo.designwall.com/dw-focus/)
06:31:20	16474/16474	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2257f4cad5-405a%22	http://demo.designwall.com/dw-focus/wp-content/uploads/sites/10/facebook-is-down-for-some-users-230x119.jpg	C:/Users/kcjon/OneDrive/Desktop/news%20template/demo.designwall.com/dw-focus/wp-content/uploads/sites/10/facebook-is-down-for-some-users-230x119.jpg	(from http://demo.designwall.com/dw-focus/)
